idDBLP,title,authors,venue,year,Row_ID,duplicate
journals/sigmod/VassiliadisS99,a survey of logical models for olap databases,"p vassiliadis, t sellis",sigmod record,1999,257,-1
conf/sigmod/LakshmananPZ03,qc-trees: an efficient summary structure for semantic olap,"l lakshmanan, j pei, y zhao",sigmod conference,2003,258,-1
journals/sigmod/JacobS99,fintime - a financial time series benchmark,"k jacob, d shasha",sigmod record,1999,259,-1
conf/sigmod/WitkowskiBBDFGSS03,spreadsheets in rdbms for olap,"a witkowski, s bellamkonda, t bozkaya, g dorman, n folkert, a gupta, l sheng, s subramanian",sigmod conference,2003,260,-1
conf/sigmod/GuoSBS03,xrank: ranked keyword search over xml documents,"l guo, f shao, c botev, j shanmugasundaram",sigmod conference,2003,261,-1
journals/sigmod/KempsterST99,diluting acid,"t kempster, c stirling, p thanisch",sigmod record,1999,262,-1
conf/sigmod/Al-KhalifaYJ03,querying structured text in an xml database,"s al-khalifa, c yu, h jagadish",sigmod conference,2003,263,-1
journals/sigmod/GatziuJSV99,design and management of data warehouses: report on the dmdw'99 workshop,"s gatziu, m jeusfeld, m staudt, y vassiliou",sigmod record,1999,264,-1
conf/sigmod/WangPFY03,vist: a dynamic index method for querying xml data by tree structures,"h wang, s park, w fan, p yu",sigmod conference,2003,265,-1
conf/sigmod/SionAP03,rights protection for relational data,"r sion, m atallah, s prabhakar",sigmod conference,2003,267,-1
journals/sigmod/EisenbergM00,sql standardization: the next steps,"a eisenberg, j melton",sigmod record,2000,268,-1
conf/sigmod/AgrawalES03,information sharing across private databases,"r agrawal, a evfimievski, r srikant",sigmod conference,2003,270,-1
journals/sigmod/DongS00,incremental maintenance of recursive views using relational calculus/sql,"g dong, j su",sigmod record,2000,271,-1
conf/sigmod/SchleimerWA03,winnowing: local algorithms for document fingerprinting,"s schleimer, d wilkerson, a aiken",sigmod conference,2003,272,-1
conf/sigmod/JohnsonD03,data quality and data cleaning: an overview,"t johnson, t dasu",sigmod conference,2003,273,-1
journals/sigmod/Jagadish00,acm-sigmod digital review,h jagadish,sigmod record,2000,274,-1
journals/sigmod/CeriKKLOSV00,sigmod sister societies,"s ceri, l kalinichenko, m kitsuregawa, h lu, z …zsoyoglu, r snodgrass, v vianu",sigmod record,2000,275,-1
conf/sigmod/GuptaLM03,birn-m: a semantic mediator for solving real-world neuroscience problems,"a gupta, b ludšscher, m martone",sigmod conference,2003,276,-1
conf/sigmod/AgrawalK03,a system for watermarking relational databases,"r agrawal, p haas, j kiernan",sigmod conference,2003,277,-1
journals/sigmod/PaepckeGRC00,beyond document similarity: understanding value-based search and browsing technologies,"a paepcke, h garcia-molina, g rodr’guez-mulˆ, j cho",sigmod record,2000,279,-1
conf/sigmod/AbadiCCCCEGHMRSSTXYZ03,aurora: a data stream management system,"d abadi, d carney, u ‚etintemel, m cherniack, c convey, c erwin, e galvez, m hatoun, a maskey, a rasin, a singer, m stonebraker, n tatbul, y xing, r yan, s zdonik",sigmod conference,2003,280,-1
conf/sigmod/Ullman03,improving the efficiency of database-system teaching,j ullman,sigmod conference,2003,281,-1
journals/sigmod/BonifatiC00,comparative analysis of five xml query languages,"a bonifati, s ceri",sigmod record,2000,282,-1
journals/sigmod/LiefkeS00,an extensible compressor for xml data,"h liefke, d suciu",sigmod record,2000,283,-1
conf/sigmod/2003,"proceedings of the 2003 acm sigmod international conference on management of data, san diego, california, usa, june 9-12, 2003",,,2003,284,-1
journals/sigmod/Vassilakis00,an optimisation scheme for coalesce/valid time selection operator sequences,c vassilakis,sigmod record,2000,285,-1
conf/sigmod/Mamoulis03,efficient processing of joins on set-valued attributes,n mamoulis,sigmod conference,2003,286,-1
journals/sigmod/PourabbasR00,hierarchies and relative operators in the olap environment,"e pourabbas, m rafanelli",sigmod record,2000,287,-1
conf/sigmod/JagatheesanR03,data grid management systems,"a jagatheesan, a rajasekar",sigmod conference,2003,288,-1
conf/sigmod/ChengKP03,evaluating probabilistic queries over imprecise data,"r cheng, d kalashnikov, s prabhakar",sigmod conference,2003,289,-1
journals/sigmod/RoddickABDEGHLMMMW00,evolution and change in data management - issues and directions,"j roddick, l al-jadir, l bertossi, m dumas, f estrella, h gregersen, k hornsby, j lufter, f mandreoli, t mšnnistš, e mayol, l wedemeijer",sigmod record,2000,290,-1
conf/sigmod/OlstonJW03,adaptive filters for continuous queries over distributed data streams,"c olston, j jiang, j widom",sigmod conference,2003,291,-1
journals/sigmod/LabrinidisR00,generating dynamic content at database-backed web servers: cgi-bin vs. mod_perl,"a labrinidis, n roussopoulos",sigmod record,2000,292,-1
journals/sigmod/Palpanas00,knowledge discovery in data warehouses,t palpanas,sigmod record,2000,293,-1
conf/sigmod/AbiteboulBCMM03,dynamic xml documents with distribution and replication,"s abiteboul, a bonifati, g cobena, i manolescu, t milo",sigmod conference,2003,294,-1
conf/sigmod/BabcockCD03,dynamic sample selection for approximate query processing,"b babcock, s chaudhuri, g das",sigmod conference,2003,296,-1
conf/sigmod/ShenNSHS03,cmvf: a novel dimension reduction scheme for efficient indexing in a large image database,"j shen, a ngu, j shepherd, d huynh, q sheng",sigmod conference,2003,297,-1
journals/sigmod/WestmannKHM00,the implementation and performance of compressed databases,"t westmann, d kossmann, s helmer, g moerkotte",sigmod record,2000,298,-1
conf/sigmod/BornhovdAKMPR03,dbcache: middle-tier database caching for highly scalable e-business architectures,"c bornhšvd, m altinel, s krishnamurthy, c mohan, h pirahesh, b reinwald",sigmod conference,2003,299,-1
journals/sigmod/VetterliVS00,metadata standards for data warehousing: open information model vs. common warehouse metamodel,"t vetterli, a vaduva, m staudt",sigmod record,2000,300,-1
conf/sigmod/DeHaanTCO03,a comprehensive xquery to sql translation using dynamic interval encoding,"d dehaan, d toman, m consens, m …zsu",sigmod conference,2003,301,-1
journals/sigmod/ClementiniF00,spatial operators,"e clementini, p felice",sigmod record,2000,302,-1
conf/sigmod/CranorJSS03,gigascope: a stream database for network applications,"c cranor, t johnson, o spatscheck, v shkapenyuk",sigmod conference,2003,304,-1
conf/sigmod/Bierman03,formal semantics and analysis of object queries,g bierman,sigmod conference,2003,305,-1
journals/sigmod/WuY00,report on second international workshop on advanced issues of e-commerce and web-based information systems,,,2000,306,-1
journals/sigmod/ArpinarD00,provision of market services for eco compliant electronic market places,"s arpinar, a dogac",sigmod record,2000,307,-1
conf/sigmod/SunAA03,hardware acceleration for spatial selections and joins,"c sun, d agrawal, a abbadi",sigmod conference,2003,308,-1
conf/sigmod/ReissK03,a characterization of the sensitivity of query optimization to storage access cost parameters,"f reiss, t kanungo",sigmod conference,2003,309,-1
journals/sigmod/KantM00,"workshop on performance and architecture of web servers (paws-2000, held in conjection with sigmetrics-2000)",,,2000,310,-1
conf/sigmod/LometT03,a theory of redo recovery,"d lomet, m tuttle",sigmod conference,2003,311,-1
journals/sigmod/LudwigG00,report in isdo '00: the caise*00 workshop on infrastructures for dynamic business-to-business service outsourcinga,,,2000,312,-1
journals/sigmod/Cruz00,sigmod digital symposium collection (disc) editor's message,,,2000,313,-1
conf/sigmod/DeshpandeNGS03,cache-and-query for wide area sensor databases,"a deshpande, s nath, p gibbons, s seshan",sigmod conference,2003,314,-1
conf/sigmod/LiBKN03,composing xsl transformations with xml publishing views,"c li, p bohannon, h korth, p narayan",sigmod conference,2003,315,-1
journals/sigmod/Naughton00,sigmod'2000 program chair's message,,,2000,316,-1
conf/sigmod/PapadiasTFS03,an optimal and progressive algorithm for skyline queries,"d papadias, y tao, g fu, b seeger",sigmod conference,2003,317,-1
journals/sigmod/Mendelzon00,information director's message,,,2000,318,-1
journals/sigmod/Ley00,sigmod anthology editor's message,,,2000,319,-1
conf/sigmod/CuiOTS03,contorting high dimensional data for efficient main memory processing,"b cui, b ooi, j su, k tan",sigmod conference,2003,320,-1
conf/sigmod/Stonebraker03,visionary: a next generation visualization system for databases,m stonebraker,sigmod conference,2003,322,-1
journals/sigmod/LeeC00,comparative analysis of six xml schema languages,"d lee, w chu",sigmod record,2000,323,-1
conf/sigmod/Raghavan03,extracting and exploiting structure in text search,p raghavan,sigmod conference,2003,324,-1
journals/sigmod/Hammer00,treasurer's message,,,2000,325,-1
conf/sigmod/Seshadri03,building notification services with microsoft sqlserver,p seshadri,sigmod conference,2003,326,-1
journals/sigmod/Ozsoyoglu00,vice chair's message,,,2000,327,-1
conf/sigmod/Shivakumar03,google in a box - building the google search appliance,n shivakumar,sigmod conference,2003,328,-1
conf/sigmod/Zeller03,nonstop sql/mx publish/subscribe: continuous data streams in transaction processing,h zeller,sigmod conference,2003,329,-1
conf/sigmod/Colliat03,data management challenges in crm,g colliat,sigmod conference,2003,331,-1
journals/sigmod/PoessF00,new tpc benchmarks for decision support and web commerce,"m pšss, c floyd",sigmod record,2000,332,-1
conf/sigmod/GotoK03,integration of electronic tickets and personal guide system for public transport using mobile terminals,"k goto, y kambayashi",sigmod conference,2003,333,-1
journals/sigmod/Bussche00,constraint databases: a tutorial introduction,j bussche,sigmod record,2000,334,-1
conf/sigmod/PadmanabhanBMCH03,multi-dimensional clustering: a new data layout scheme in db2,"s padmanabhan, b bhattacharjee, t malkemus, l cranston, m huras",sigmod conference,2003,335,-1
journals/sigmod/TheodoridisN00,generating spatiotemporal datasets on the www,"y theodoridis, m nascimento",sigmod record,2000,336,-1
journals/sigmod/Halevy00,theory of answering queries using views,a halevy,sigmod record,2000,337,-1
conf/sigmod/KriegelBKPS03,using sets of feature vectors for similarity search on voxelized cad objects,"h kriegel, s brecheisen, p kršger, m pfeifle, m schubert",sigmod conference,2003,338,-1
journals/sigmod/RashidS00,object database evolution using separation of concerns,"a rashid, p sawyer",sigmod record,2000,339,-1
conf/sigmod/Aggarwal03,a framework for change diagnosis of data streams,c aggarwal,sigmod conference,2003,340,-1
conf/sigmod/ChaudhuriKN03,on relational support for xml publishing: beyond sorting and tagging,"s chaudhuri, r kaushik, j naughton",sigmod conference,2003,341,-1
journals/sigmod/Jhingran00,moving up the food chain: supporting e-commerce applications on databases,a jhingran,sigmod record,2000,342,-1
journals/sigmod/RossIJP00,reminiscences on influential papers,,,2000,343,-1
conf/sigmod/KimC03,qcluster: relevance feedback using adaptive clustering for content-based image retrieval,"d kim, c chung",sigmod conference,2003,344,-1
conf/sigmod/Krishnamurthy03,oracle xml db repository,v krishnamurthy,sigmod conference,2003,345,-1
journals/sigmod/CasatiDS00,vldb workshop on technologies in e-services (tes),,,2000,346,-1
journals/sigmod/Snodgrass00c,sigmod program review,,,2000,347,-1
conf/sigmod/Pruscino03,oracle rac: architecture and performance,a pruscino,sigmod conference,2003,348,-1
conf/sigmod/Bosworth03,the future of web services - i,a bosworth,sigmod conference,2003,349,-1
journals/sigmod/PossasMCR00,using quantitative information for efficient association rule generation,"b p™ssas, w jr., m carvalho, r resende",sigmod record,2000,350,-1
conf/sigmod/Cabrera03,the future of web services - ii,f cabrera,sigmod conference,2003,351,-1
journals/sigmod/HasselbringHHKRRS00,"research and practice in federated information systems, report of the efis '2000 international workshop",,,2000,352,-1
conf/sigmod/GangulyGR03,processing set expressions over continuous update streams,"s ganguly, m garofalakis, r rastogi",sigmod conference,2003,353,-1
journals/sigmod/Franklin00b,editor's notes,m franklin,sigmod record,2000,354,-1
journals/sigmod/YuenCLL00,cache invalidation scheme for mobile computing systems with real-time data,"j yuen, e chan, k lam, h leung",sigmod record,2000,355,-1
conf/sigmod/ChaudhuriGGM03,robust and efficient fuzzy match for online data cleaning,"s chaudhuri, k ganjam, v ganti, r motwani",sigmod conference,2003,356,-1
conf/sigmod/KementsietsidisAM03,mapping data in peer-to-peer systems: semantics and algorithmic issues,"a kementsietsidis, m arenas, r miller",sigmod conference,2003,357,-1
journals/sigmod/BernsteinHP00,a vision of management of complex models,"p bernstein, a halevy, r pottinger",sigmod record,2000,358,-1
conf/sigmod/StoltePAG03,scientific data repositories: designing for a moving target,"e stolte, c praun, g alonso, t gross",sigmod conference,2003,359,-1
journals/sigmod/Snodgrass00b,chair's message,,,2000,360,-1
conf/sigmod/GuptaS03,stream processing of xpath queries with predicates,"a gupta, d suciu",sigmod conference,2003,361,-1
journals/sigmod/CarmelMS01,xml and information retrieval: a sigir 2000 workshop,,,2001,362,-1
journals/sigmod/BoscMP01,report on the fourth international conference on flexible query answering systems,,,2001,363,-1
conf/sigmod/PengC03,xpath queries on streaming data,"f peng, s chawathe",sigmod conference,2003,364,-1
conf/sigmod/ZhangZPTL03,location-based spatial queries,"j zhang, m zhu, d papadias, y tao, d lee",sigmod conference,2003,365,-1
journals/sigmod/MeltonMJKSZ01,sql and management of external data,"j melton, j michels, v josifovski, k kulkarni, p schwarz, k zeidenstein",sigmod record,2001,366,-1
journals/sigmod/MillerHHYHFP01,the clio project: managing heterogeneity,"r miller, m hern‡ndez, l haas, l yan, c ho, r fagin, l popa",sigmod record,2001,367,-1
conf/sigmod/MaddenFHH03,the design of an acquisitional query processor for sensor networks,"s madden, m franklin, j hellerstein, w hong",sigmod conference,2003,368,-1
conf/sigmod/MinPC03,xpress: a queriable compression for xml data,"j min, m park, c chung",sigmod conference,2003,369,-1
journals/sigmod/BertinoEH01,quality of service in multimedia digital libraries,"e bertino, a elmagarmid, m hacid",sigmod record,2001,370,-1
conf/sigmod/QunLO03,d(k)-index: an adaptive structural summary for graph-structured data,"c qun, a lim, k ong",sigmod conference,2003,371,-1
journals/sigmod/FengJH01,towards knowledge-based digital libraries,"l feng, m jeusfeld, j hoppenbrouwers",sigmod record,2001,372,-1
conf/sigmod/Dyreson03,"temporal coalescing with now, granularity, and incomplete information",c dyreson,sigmod conference,2003,373,-1
journals/sigmod/RossCGLLM01,reminiscences on influential papers,,,2001,374,-1
journals/sigmod/Critchlow01,report on xewa-00: the xml enabled wide-area searches for bioinformatics workshop,,,2001,375,-1
conf/sigmod/ZhuS03,warping indexes with envelope transforms for query by humming,"y zhu, d shasha",sigmod conference,2003,376,-1
journals/sigmod/Snodgrass01,chair's message,,,2001,377,-1
conf/sigmod/MelnikRB03,rondo: a programming platform for generic model management,"s melnik, e rahm, p bernstein",sigmod conference,2003,378,-1
conf/sigmod/KangN03,on schema matching with opaque column names and data values,"j kang, j naughton",sigmod conference,2003,379,-1
journals/sigmod/Aggarwal01,re-designing distance functions and distance-based applications for high dimensional data,c aggarwal,sigmod record,2001,380,-1
conf/sigmod/HeC03,statistical schema matching across web query interfaces,"b he, k chang",sigmod conference,2003,381,-1
journals/sigmod/LawderK01,querying multi-dimensional data indexed using the hilbert space-filling curve,"j lawder, p king",sigmod record,2001,382,-1
conf/sigmod/CohenM03,spectral bloom filters,"s cohen, y matias",sigmod conference,2003,383,-1
journals/sigmod/PuSW01,infosphere project: system support for information flow applications,"c pu, k schwan, j walpole",sigmod record,2001,384,-1
journals/sigmod/BernsteinBCDFGGHHJLMNPSU98,the asilomar report on database research,"p bernstein, m brodie, s ceri, d dewitt, m franklin, h garcia-molina, j gray, g held, j hellerstein, h jagadish, m lesk, d maier, j naughton, h pirahesh, m stonebraker, j ullman",sigmod record,1998,385,-1
conf/sigmod/LuoEHN02,a scalable hash ripple join algorithm,"g luo, c ellmann, p haas, j naughton",sigmod conference,2002,386,-1
conf/sigmod/HacigumusILM02,executing sql over encrypted data in the database-service-provider model,"h hacigÿmÿs, b iyer, c li, s mehrotra",sigmod conference,2002,387,-1
journals/sigmod/ChristoffelPSL98,electronic market: the roadmap for university libraries and members to survive in the information jungle,"m christoffel, s pulkowski, b schmitt, p lockemann",sigmod record,1998,388,-1
conf/sigmod/KaushikBNK02,covering indexes for branching path queries,"r kaushik, p bohannon, j naughton, h korth",sigmod conference,2002,389,-1
journals/sigmod/MeltzerC98,xml and electronic commerce: enabling the network economy,"b meltzer, r glushko",sigmod record,1998,390,-1
conf/sigmod/ChungMS02,apex: an adaptive path index for xml data,"c chung, j min, k shim",sigmod conference,2002,391,-1
journals/sigmod/BichlerSZ98,component-based e-commerce: assesment of current practices and future directions,"m bichler, a segev, j zhao",sigmod record,1998,392,-1
conf/sigmod/Grust02,accelerating xpath location steps,t grust,sigmod conference,2002,393,-1
conf/sigmod/ZadorozhnyRVUB02,efficient evaluation of queries in a mediator for websources,"v zadorozhny, l raschid, m vidal, t urhan, l bright",sigmod conference,2002,395,-1
journals/sigmod/EisenbergM98a,"sqlj part 0, now known as sql/olb (object-language bindings)","a eisenberg, j melton",sigmod record,1998,396,-1
journals/sigmod/Ritter98,the middleware muddle,d ritter,sigmod record,1998,397,-1
conf/sigmod/OlstonW02,best-effort cache synchronization with source cooperation,"c olston, j widom",sigmod conference,2002,398,-1
conf/sigmod/MaddenSHR02,continuously adaptive continuous queries over streams,"s madden, m shah, j hellerstein, v raman",sigmod conference,2002,400,-1
conf/sigmod/KalnisNOPT02,an adaptive peer-to-peer network for distributed caching of olap results,"p kalnis, w ng, b ooi, d papadias, k tan",sigmod conference,2002,401,-1
journals/sigmod/BollKB98,design and implementation of rmp - a virtual electronic market place,"s boll, w klas, b battaglin",sigmod record,1998,402,-1
journals/sigmod/ReichB98,a componentized architecture for dynamic electronic markets,"b reich, i ben-shaul",sigmod record,1998,403,-1
conf/sigmod/RiedewaldAA02,efficient integration and aggregation of historical information,"m riedewald, d agrawal, a abbadi",sigmod conference,2002,404,-1
conf/sigmod/BunemanKTT02,archiving scientific data,"p buneman, s khanna, k tajima, w tan",sigmod conference,2002,405,-1
journals/sigmod/JenningsNF98,adept: an agent-based approach to business process management,"n jennings, t norman, p faratin",sigmod record,1998,406,-1
conf/sigmod/Chamberlin03,xquery: a query language for xml,,,2003,407,-1
journals/sigmod/DogacDATKCD98,a workflow-based electronic marketplace on the web,"a dogac, i durusoy, s arpinar, n tatbul, p koksal, i cingil, n dimililer",sigmod record,1998,408,-1
journals/sigmod/Dogac98,guest editor's introduction,,,1998,409,-1
conf/sigmod/GraySSU03,the lowell report,"j gray, h schek, m stonebraker, j ullman",sigmod conference,2003,410,-1
conf/sigmod/KoudasS03,panel: querying networked databases,"n koudas, d srivastava",sigmod conference,2003,412,-1
conf/sigmod/KornMZ03,ipsofacto: a visual correlation tool for aggregate network traffic data,"f korn, s muthukrishnan, y zhu",sigmod conference,2003,413,-1
journals/sigmod/Domingo-FerrerH98,an anonymous electronic commerce scheme with an off-line authority and untrusted agents,"j domingo-ferrer, j herrera-joancomart’",sigmod record,1998,414,-1
journals/sigmod/BuchnerM98,discovering internet marketing intelligence through online analytical web usage mining,"a bÿchner, m mulvenna",sigmod record,1998,415,-1
conf/sigmod/SengarH03,plastic: reducing query optimization overheads through plan recycling,"v sengar, j haritsa",sigmod conference,2003,416,-1
conf/sigmod/BohannonDGKLNS03,rolex: relational on-line exchange with xml,"p bohannon, x dong, s ganguly, h korth, c li, p narayan, p shenoy",sigmod conference,2003,417,-1
journals/sigmod/ShethBS99,videoanywhere: a system for searching and managing distributed video assets,"a sheth, c bertram, k shah",sigmod record,1999,418,-1
conf/sigmod/ZhuSZ03,query by humming - in action with its technology revealed,"y zhu, d shasha, x zhao",sigmod conference,2003,420,-1
conf/sigmod/ZhangDWEMPMDR03,rainbow: multi-xquery optimization using materialized xml views,"x zhang, k dimitrova, l wang, m el-sayed, b murphy, b pielech, m mulchandani, l ding, e rundensteiner",sigmod conference,2003,421,-1
journals/sigmod/NascimentoM99,report on the 13th brazilian symposium on database systems (sbbd'98),,,1999,422,-1
conf/sigmod/PaparizosACJLNPSWWY03,timber: a native system for querying xml,"s paparizos, s al-khalifa, a chapman, h jagadish, l lakshmanan, a nierman, j patel, d srivastava, n wiwatwattana, y wu, c yu",sigmod conference,2003,423,-1
journals/sigmod/RoantreeMH99,the oasis multidatabase prototype,"m roantree, j murphy, w hasselbring",sigmod record,1999,424,-1
conf/sigmod/ChoALS03,lockx: a system for efficiently querying secure xml,"s cho, s amer-yahia, l lakshmanan, d srivastava",sigmod conference,2003,425,-1
journals/sigmod/Danish98,building database-driven electronic catalogs,s danish,sigmod record,1998,427,-1
conf/sigmod/ZhouWGGZWXYF03,trex: dtd-conforming xml to xml transformations,"a zhou, q wang, z guo, x gong, s zheng, h wu, j xiao, k yue, w fan",sigmod conference,2003,428,-1
journals/sigmod/CareyS99,nsf workshop on industrial/academic cooperation in database systems,,,1999,429,-1
conf/sigmod/DeshpandeNGS03a,irisnet: internet-scale resource-intensive sensor services,"a deshpande, s nath, p gibbons, s seshan",sigmod conference,2003,430,-1
journals/sigmod/EisenbergM99,"sql: 1999, formerly known as sql 3","a eisenberg, j melton",sigmod record,1999,431,-1
conf/sigmod/ChandrasekaranCDFHHKMRS03,telegraphcq: continuous dataflow processing,"s chandrasekaran, o cooper, a deshpande, m franklin, j hellerstein, w hong, s krishnamurthy, s madden, f reiss, m shah",sigmod conference,2003,432,-1
journals/sigmod/Mackay99,semantic integration of environmental models for application to global information systems and decision-making,d mackay,sigmod record,1999,433,-1
conf/sigmod/Amer-YahiaFSX03,pix: exact and approximate phrase matching in xml,"s amer-yahia, m fernandez, d srivastava, y xu",sigmod conference,2003,434,-1
conf/sigmod/ArasuBBDIRW03,stream: the stanford stream data manager,"a arasu, b babcock, s babu, m datar, k ito, i nishizawa, j rosenstein, j widom",sigmod conference,2003,435,-1
journals/sigmod/ForteHWDCVHFS99,semantic and pedagogic interoperability mechanisms in the ariadne educational repository,"e forte, f haenni, k warkentyne, e duval, k cardinaels, e vervaet, k hendrikx, m forte, f simillion",sigmod record,1999,436,-1
journals/sigmod/Hanson99,statement from the treasurer,e hanson,sigmod record,1999,437,-1
conf/sigmod/LarsonG03,transparent mid-tier database caching in sql server,"p larson, j goldstein, j zhou",sigmod conference,2003,438,-1
journals/sigmod/OukselS99,semantic interoperability in global information systems: a brief introduction to the research area and the special section,"a ouksel, a sheth",sigmod record,1999,439,-1
conf/sigmod/AgichteinG03,qxtract: a building block for efficient information extraction from plain-text databases,"e agichtein, l gravano",sigmod conference,2003,440,-1
conf/sigmod/OoiTZGLLLNSWZ03,peerdb: peering into personal databases,"b ooi, k tan, a zhou, c goh, y li, c liau, b ling, w ng, y shu, x wang, m zhang",sigmod conference,2003,441,-1
journals/sigmod/BergamaschiCV99,semantic integration of semistructured and structured data sources,"s bergamaschi, s castano, m vincini",sigmod record,1999,442,-1
conf/sigmod/LiuFP03,griddb: a database interface to the grid,"d liu, m franklin, d parekh",sigmod conference,2003,443,-1
journals/sigmod/Gal99,semantic interoperability in information services: experiencing with coopware,a gal,sigmod record,1999,444,-1
journals/sigmod/SmithO99,unpacking the semantics of source and usage to perform semantic reconciliation in large-scale information systems,"k smith, l obrst",sigmod record,1999,445,-1
conf/sigmod/ZuzartePMCLW03,winmagic : subquery elimination using window aggregation,"c zuzarte, h pirahesh, w ma, q cheng, l liu, k wong",sigmod conference,2003,446,-1
conf/sigmod/LakshmananPZ03a,socqet: semantic olap with compressed cube and summarization,"l lakshmanan, j pei, y zhao",sigmod conference,2003,447,-1
journals/sigmod/Hampapur99,semantic video indexing: approach and issue,a hampapur,sigmod record,1999,448,-1
journals/sigmod/SycaraKWL99,dynamic service matchmaking among agents in open information environments,"k sycara, m klusch, s widoff, j lu",sigmod record,1999,450,-1
conf/sigmod/ShashaB02a,"database tuning: principles, experiments, and troubleshooting techniques (part i)","d shasha, p bonnet",sigmod conference,2002,451,-1
journals/sigmod/PapazoglouH99,contextualizing the information space in federated digital libraries,"m papazoglou, j hoppenbrouwers",sigmod record,1999,452,-1
journals/sigmod/SouzaS99,efficient materialization and use of views in data warehouses,"m souza, m sampaio",sigmod record,1999,453,-1
conf/sigmod/ViglasN02,rate-based query optimization for streaming information sources,"s viglas, j naughton",sigmod conference,2002,454,-1
conf/sigmod/2002,"proceedings of the 2002 acm sigmod international conference on management of data, madison, wisconsin, june 3-6, 2002",,,2002,455,-1
journals/sigmod/FowlerPNB99,agent-based semantic interoperability in infosleuth,"j fowler, b perry, m nodine, b bargmeyer",sigmod record,1999,456,-1
journals/sigmod/KuanL99,a study on data point search for hg-trees,"j kuan, p lewis",sigmod record,1999,457,-1
conf/sigmod/HinneburgKW02,hd-eye: visual clustering of high dimensional data,"a hinneburg, d keim, m wawryniuk",sigmod conference,2002,458,-1
journals/sigmod/CeriFP99,design principles for data-intensive web sites,"s ceri, p fraternali, s paraboschi",sigmod record,1999,459,-1
conf/sigmod/PhanN02,gea: a toolkit for gene expression analysis,"j phan, r ng",sigmod conference,2002,460,-1
conf/sigmod/Bonnet02,going public: open-source databases and database research,p bonnet,sigmod conference,2002,462,-1
journals/sigmod/Kim99,"message from editor-in-chief, acm transactions on database systems",w kim,,1999,463,-1
conf/sigmod/HellersteinW02,data streams: fresh current or stagnant backwater? (panel),"j hellerstein, j widom",sigmod conference,2002,464,-1
journals/sigmod/GruenwaldBDGSSV99,database research at the university of oklahoma,"l gruenwald, l brown, r dirckze, s guinepain, c s‡nchez, b summers, s vanichayobon",sigmod record,1999,465,-1
conf/sigmod/CranorGJSS02,gigascope: high performance network monitoring with an sql interface,"c cranor, y gao, t johnson, v shkapenyuk, o spatscheck",sigmod conference,2002,466,-1
journals/sigmod/DomenigD99,an overview and classification of mediated query systems,"r domenig, k dittrich",sigmod record,1999,467,-1
conf/sigmod/MaddenH02,distributing queries over low-power wireless sensor networks,"s madden, j hellerstein",sigmod conference,2002,468,-1
conf/sigmod/AgrawalCD02,dbxplorer: enabling keyword search over relational databases,"s agrawal, s chaudhuri, g das",sigmod conference,2002,469,-1
journals/sigmod/Snodgrass99a,chair's message,,,1999,470,-1
journals/sigmod/Ozsoyoglu99,vice chair's message,,,1999,471,-1
conf/sigmod/HanWDPW02,cubeexplorer: online exploration of data cubes,"j han, j wang, g dong, j pei, k wang",sigmod conference,2002,472,-1
conf/sigmod/KarbhariRXD02,acdn: a content delivery network for applications,"p karbhari, m rabinovich, z xiao, f douglis",sigmod conference,2002,473,-1
journals/sigmod/YauLMS99,on multi-resolution document transmission in mobile web,"s yau, h leong, d mcleod, a si",sigmod record,1999,474,-1
conf/sigmod/AltinelLKMPLWB02,dbcache: database caching for web application servers,"m altinel, q luo, s krishnamurthy, c mohan, h pirahesh, b lindsay, h woo, l brown",sigmod conference,2002,475,-1
journals/sigmod/BernsteinDK99,"towards adaptive workflow systems, cscw-98 workshop report",,,1999,476,-1
conf/sigmod/FungSG02,cougar: the network is the database,"w fung, d sun, j gehrke",sigmod conference,2002,477,-1
conf/sigmod/WangTYGWP02,"commix: towards effective web information extraction, integration and query answering","t wang, s tang, d yang, j gao, y wu, j pei",sigmod conference,2002,479,-1
conf/sigmod/DogacTPPLKTK02,an ebxml infrastructure implementation through uddi registries and rosettanet pips,"a dogac, y tambag, p pembecioglu, s pektas, g laleci, g kurt, s toprak, y kabak",sigmod conference,2002,481,-1
journals/sigmod/CfP99,"the active database central, er2000, vldb 2000, wise 2000, books, acm dl",,sigmod record,1999,482,-1
conf/sigmod/BumbulisB02,a compact b-tree,"p bumbulis, i bowman",sigmod conference,2002,483,-1
journals/sigmod/Franklin99a,editor's notes,m franklin,sigmod record,1999,484,-1
conf/sigmod/Weininger02,efficient execution of joins in a star schema,a weininger,sigmod conference,2002,485,-1
journals/sigmod/ConradHHKRSS99,engineering federated information systems: report of efis '99 workshop,"s conrad, w hasselbring, u hohenstein, r kutsche, m roantree, g saake, f saltor",sigmod record,1999,486,-1
journals/sigmod/FrankGGJKLMNPSSSTW99,chorochronos: a research network for spatiotemporal database systems,"a frank, s grumbach, r gÿting, c jensen, m koubarakis, n lorentzos, y manolopoulos, e nardelli, b pernici, h schek, m scholl, t sellis, b theodoulidis, p widmayer",sigmod record,1999,487,-1
conf/sigmod/RaoZML02,automating physical database design in a parallel database,"j rao, c zhang, n megiddo, g lohman",sigmod conference,2002,488,-1
journals/sigmod/BoulosO99,cost estimation of user-defined methods in object-relational database systems,"j boulos, k ono",sigmod record,1999,489,-1
