idDBLP,idScholar,DBLP_Match,Scholar_Match,Match_ID
journals/sigmod/TsotrasJS98,f3-E7x12K4gJ,594,31831,594_31831
journals/sigmod/BurtonM98,LOXd8JPfhpwJ,595,11440,595_11440
conf/sigmod/ChaudhuriDN01,qfohkpyTawoJ,597,52570,597_52570
conf/sigmod/SlivinskasJS01,oAVbM_vepr8J,599,60994,599_60994
journals/sigmod/LometBCLN98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290608%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,600,28323,600_28323
conf/sigmod/BohmBKK01,C4XcBh6anhAJ,602,60565,602_60565
conf/sigmod/ChenZCKR01,q49c-IEX7N8J,603,45452,603_45452
journals/sigmod/KappelR98,tbZ0J3HLI18J,604,32502,604_32502
conf/sigmod/NazeriBO01,2E9I_lugGC4J,605,9478,605_9478
journals/sigmod/BorgidaCS98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290595%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,607,1046,607_1046
conf/sigmod/JagadishJOT01,OM7n6h8R8CoJ,608,28951,608_28951
journals/sigmod/GatziuKBF98,YERfAnxw2RcJ,609,26234,609_26234
conf/sigmod/LeeWMS01,OFXL5KsJiWcJ,610,10869,610_10869
journals/sigmod/KuokFW98,3oLpUbHFATsJ,612,52984,612_52984
conf/sigmod/DattaDRTV01,qK-N8yVLSWUJ,613,1807,613_1807
journals/sigmod/Seshadri98,_nIg_hi8PAAJ,614,63668,614_63668
journals/sigmod/Roussopoulos98,GfjHZswtM0EJ,615,55314,615_55314
journals/sigmod/Chaudhri98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D273247%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,617,39968,617_39968
conf/sigmod/FernandezMS01,JYYcPQLrBw8J,618,60336,618_60336
journals/sigmod/MusickM98,gt83e4uB09wJ,620,36908,620_36908
conf/sigmod/KiesslingHFE01,DQKMCTskI-MJ,621,43800,621_43800
conf/sigmod/YanMHF01,8hRWaIVZ2ykJ,624,45610,624_45610
journals/sigmod/Han98,Y0GdVVrbzfQJ,625,30666,625_30666
conf/sigmod/HanPDW01,ue3gCyIirokJ,626,51606,626_51606
conf/sigmod/Maguire01,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D375742%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,627,25758,627_25758
journals/sigmod/Rosenthal98,ZMMeRrWUlOoJ,629,39499,629_39499
conf/sigmod/BorkarDS01,8zFEVer1rBUJ,630,21607,630_21607
journals/sigmod/Bernstein98,AYEI8XDoY9wJ,632,2882,632_2882
journals/sigmod/KoksalAD98,enYoi4XT7n0J,633,57867,633_57867
conf/sigmod/OlstonWL01,I_YprPVQ45QJ,634,54299,634_54299
journals/sigmod/Manola98,VIjfH9f94xkJ,635,52686,635_52686
conf/sigmod/LahiriG01,2eJIgKjsQF4J,636,58686,636_58686
journals/sigmod/Snodgrass98a,uPBlQ76s_g4J,637,39333,637_39333
conf/sigmod/GodfreyGXZ01,LNnvt5TpBhkJ,638,17907,638_17907
journals/sigmod/ChangASS98,CPzROuDNZqgJ,640,63016,640_63016
conf/sigmod/ButtlerLPP01,8TcpKdIK1r0J,641,42566,641_42566
journals/sigmod/ACT-NET96,RzsJoG-0KaIJ,642,9272,642_9272
journals/sigmod/BrunieK96,spI2g7jFHuYJ,643,52538,643_52538
conf/sigmod/AfratiLU01,k7zpSukSfYsJ,644,31391,644_31391
conf/sigmod/Smith01,WfKk1v3VamgJ,645,24953,645_24953
conf/sigmod/LangS01,FFQc9XpGFRsJ,647,38478,647_38478
journals/sigmod/NormanZT96,rPFgPOAANuQJ,648,21678,648_21678
journals/sigmod/BestavrosLS96,RalvsjDuKzsJ,649,5632,649_5632
conf/sigmod/Meseck01,hWiIngXs5I0J,650,56182,650_56182
journals/sigmod/HasanFV96,m2CCumFeAWgJ,652,43259,652_43259
conf/sigmod/StonebrakerH01,opMsehfY-XoJ,653,14937,653_14937
journals/sigmod/BilirisP96,fu9j50Kk4Y4J,656,1397,656_1397
conf/sigmod/HaasH01,tHEP1S1typgJ,658,57828,658_57828
journals/sigmod/Colliat96,y0HXub5QzkYJ,659,2860,659_2860
conf/sigmod/Bussler01,UYIeOe280OwJ,662,23522,662_23522
journals/sigmod/Qian96a,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D234903%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,663,46783,663_46783
conf/sigmod/GoldsteinL01,xufwWHmOf6IJ,664,31971,664_31971
journals/sigmod/UlusoyB96,LclVYrb7vJoJ,665,33016,665_33016
conf/sigmod/TatarinovIHW01,jfkafZcMjgIJ,668,32747,668_32747
conf/sigmod/MistryRSR01,r62IMncHe0IJ,669,56345,669_56345
journals/sigmod/AndlerHEMBE96,oNYOKYvjoKgJ,670,11194,670_11194
conf/sigmod/AgichteinGV01,GDoFPiEzEhQJ,673,38346,673_38346
journals/sigmod/SilberschatzSU96,soiN2U4tXykJ,674,7507,674_7507
conf/sigmod/KimCK01,EYI-OULRIz8J,675,33960,675_33960
journals/sigmod/PhatakSSS96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D381897%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,676,30709,676_30709
journals/sigmod/RamamrithamSSTX96,kezAM71rts0J,677,3707,677_3707
journals/sigmod/SonDT96,62uEWBKYqgoJ,683,61843,683_61843
conf/sigmod/LamCKNH01,8hdQohffF48J,684,61943,684_61943
journals/sigmod/AdelbergKG96,GfiQygac5twJ,685,55397,685_55397
conf/sigmod/GreenwaldK01,8but_7FuryIJ,686,49552,686_49552
conf/sigmod/DraperHW01,6MdiqTp20aoJ,687,42481,687_42481
conf/sigmod/Galindo-LegariaJ01,BSlaDX5r0HQJ,689,21813,689_21813
journals/sigmod/BerndtssonH96,8Dj_i69XP60J,690,12091,690_12091
conf/sigmod/DeshpandeGR01,knAoAIpo7hYJ,691,23234,691_23234
journals/sigmod/Baeza-YatesN96,cvchvz9-m_oJ,692,12320,692_12320
journals/sigmod/FreemanG96,Em3qp7RGalkJ,693,52067,693_52067
conf/sigmod/LazaridisM01,IvMJ4bK708kJ,694,38108,694_38108
journals/sigmod/Wade96,AYtrcxExrbkJ,695,13312,695_13312
conf/sigmod/BrunoCG01,8KJ9XFv1ESAJ,696,50970,696_50970
journals/sigmod/UrbanDG96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D381892%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,697,7529,697_7529
journals/sigmod/Gaffney96,uaT2hY6421UJ,699,3607,699_3607
conf/sigmod/KalnisP01, ,700,51025,700_51025
conf/sigmod/YuMWL01,h95306-8rjEJ,702,55135,702_55135
journals/sigmod/Qian96,NiswbODuzhAJ,703,7203,703_7203
conf/sigmod/ChenGK01,8OgkUeiawO0J,704,12243,704_12243
journals/sigmod/KramerNKRLKLZ97,1sBvG9OXpMAJ,705,32765,705_32765
journals/sigmod/TomasicS97, ,707,24291,707_24291
conf/sigmod/WynblattN01,PVUtZWBcxlAJ,708,10951,708_10951
journals/sigmod/AbelTK97,yK-yqVAiXekJ,709,52852,709_52852
conf/sigmod/AggarwalY01,QkTd5WogN-AJ,710,55419,710_55419
journals/sigmod/KaradimitriouT97,SrCBkHnIFL8J,713,14794,713_14794
conf/sigmod/ZhangNDLL01,ryaV3kTsJ2IJ,714,63387,714_63387
conf/sigmod/ChenGM01,IuyDb53VoG0J,715,31247,715_31247
journals/sigmod/BunemanRU97,5qg4BNiroqMJ,716,45317,716_45317
conf/sigmod/AgrawalCN01,2Ua-pWTof_YJ,717,23192,717_23192
journals/sigmod/Gardels97,PlitMluIJyYJ,718,37426,718_37426
journals/sigmod/RiekertMW97,M-3MGd3wPcsJ,719,17021,719_17021
conf/sigmod/GetoorTK01,99N4rXNdaqMJ,722,59824,722_59824
conf/sigmod/HristidisKP01,mg9ABNG06O4J,724,50021,724_50021
conf/sigmod/IpeirotisGS01,bo7ArXlXypQJ,728,38272,728_38272
journals/sigmod/AtkinsonDJPS96,JHVWab3P4zIJ,730,1267,730_1267
conf/sigmod/DoanDH01,Lv0bggWzgeoJ,731,27002,731_27002
conf/sigmod/KeoghCMP01,QTzuiNlMnR4J,733,10942,733_10942
journals/sigmod/HasanMV96,bLbjFFkQJdIJ,734,32101,734_32101
journals/sigmod/KennedyMB96,vBYtmDEYeK0J,735,29239,735_29239
conf/sigmod/GunopulosD01,oYtmj53qV0UJ,736,22548,736_22548
conf/sigmod/BabyCY01,rNoNn5hWsroJ,737,56247,737_56247
journals/sigmod/RafanelliBT96,MfWZUBAVPFUJ,738,42135,738_42135
conf/sigmod/CasatiS01,7H9j9z0x_3UJ,739,59103,739_59103
journals/sigmod/CatarciC96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245888%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,740,24470,740_24470
conf/sigmod/WhitneyS01,bZj9gl0_YUIJ,741,45812,741_45812
conf/sigmod/KriegelMPS01,tsPOU-H3A94J,744,50904,744_50904
conf/sigmod/AdiBEY01,3jUi_Yf4DfIJ,745,25995,745_25995
journals/sigmod/Keim96,vkUvhZOw-1YJ,746,41139,746_41139
conf/sigmod/Amer-YahiaCLS01,DFubU20j1OIJ,747,30905,747_30905
journals/sigmod/SantucciT96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245898%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,748,8113,748_8113
journals/sigmod/TaninBS96,KUB7XvwH30AJ,750,45264,750_45264
conf/sigmod/GehrkeKS01,f6JFkfhawW8J,751,14733,751_14733
journals/sigmod/Ahlberg96,4bBje8qkHVgJ,752,7056,752_7056
journals/sigmod/Eisenberg96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245907%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,753,44500,753_44500
conf/sigmod/AggarwalY00,dfSPs7YoyWsJ,754,39087,754_39087
journals/sigmod/Bhashyam96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245908%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,755,31562,755_31562
conf/sigmod/Lomet00,FiPJDs_jm54J,757,12783,757_12783
journals/sigmod/ShethGJRSWW96,HOvgrl8NmmoJ,758,10978,758_10978
journals/sigmod/Sidell96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245906%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,759,39375,759_39375
conf/sigmod/LabioWGG00,EhR3fz7f7vcJ,760,7930,760_7930
conf/sigmod/CatarciS01,frbExwv4DiwJ,762,22895,762_22895
journals/sigmod/ZobelMR96,6NbNX8nSta0J,763,32491,763_32491
conf/sigmod/ChangC01,BGagLieYacQJ,764,25642,764_25642
journals/sigmod/Qian96b,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245909%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,766,3401,766_3401
conf/sigmod/NguyenACP01,VCiXh8qcrIMJ,767,2154,767_2154
conf/sigmod/ChoSG00,ilJdCU_qODkJ,769,26435,769_26435
journals/sigmod/MedskerCS95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D202673%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,770,58420,770_58420
conf/sigmod/RamaswamyRS00,VJIHPbki2uAJ,773,38418,773_38418
journals/sigmod/DogacAOD95,oUOuTMrB0esJ,774,4430,774_4430
conf/sigmod/SzalayGKT00,5Q_6HLwZ2YIJ,776,25689,776_25689
conf/sigmod/GunopulosKTD00,ASfROcKWFmgJ,777,16167,777_16167
journals/sigmod/Hanna95,EKqpEdn3kDMJ,778,30918,778_30918
journals/sigmod/Chaudhri95,DY6x1fDAy9EJ,779,14911,779_14911
conf/sigmod/AcharyaGP00,WGWZ2cNZW2YJ,780,2313,780_2313
conf/sigmod/WaasG00,xnoCdNeQykAJ,781,56174,781_56174
conf/sigmod/ZaharioudakisCLPU00,qzxeS4RQAhwJ,785,51249,785_51249
journals/sigmod/YanG95,tMXkkRDxvkQJ,786,51043,786_51043
journals/sigmod/Qian95a,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D212022%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,787,9337,787_9337
conf/sigmod/CorralMTV00,TsShfxPwF6YJ,788,49282,788_49282
conf/sigmod/RoySSB00,OZHS88jHgDkJ,789,30444,789_30444
journals/sigmod/Zhang95,f86VsMJZ9gAJ,791,1970,791_1970
conf/sigmod/HellersteinA00,ZuCOw9hYVU8J,792,2558,792_2558
journals/sigmod/KokkotosIPS95, ,795,38762,795_38762
conf/sigmod/AgrawalW00,wivJNEQEWzMJ,796,43199,796_43199
journals/sigmod/DogacDKOONEHAKKM95,UAO4T_2ylPkJ,799,60152,799_60152
conf/sigmod/GillmannWSWW00,L61_1TEGBLYJ,804,23914,804_23914
journals/sigmod/JainH94,iQMUP3fkvo4J,806,7347,806_7347
journals/sigmod/BohmR94,GXApzwcGl78J,807,12482,807_12482
conf/sigmod/RiedelFGN00,ospJVA6AD1sJ,809,30373,809_30373
journals/sigmod/ShinM94,hnpTcGMYR80J,810,52266,810_52266
journals/sigmod/Bertram94,qaSgL5tVq1AJ,812,27445,812_27445
conf/sigmod/ShenoyHSBBS00,SipDBj3SOb4J,815,23828,815_23828
journals/sigmod/KiyokiKH94,xT3mwY4t5kEJ,816,18128,816_18128
conf/sigmod/HsiaoN00,iY5wlS4jsg0J,818,30155,818_30155
conf/sigmod/Ross00,9sm_ptv5pmYJ,820,37871,820_37871
conf/sigmod/Jhingran00,uguuV9ATE1YJ,821,9575,821_9575
journals/sigmod/Jannink95,22yR9rN5xuQJ,826,41552,826_41552
conf/sigmod/WangSSZZW00,ryDHZM31rmwJ,828,15275,828_15275
conf/sigmod/JarkeQCLFLVV00,bl_VrPzIIPwJ,829,42592,829_42592
journals/sigmod/Jarke95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D202671%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,830,27452,830_27452
conf/sigmod/Galhardas00,GxDfgCi-rq4J,831,49533,831_49533
journals/sigmod/DarwenD95,DVnOcHunv7MJ,832,45143,832_45143
journals/sigmod/Qian95b,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D219772%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,835,53540,835_53540
conf/sigmod/GoldmanW00,Ol886Ck3jz4J,836,46937,836_46937
journals/sigmod/EnglertGH95,JRXuKm3E_foJ,837,36238,837_36238
conf/sigmod/LeeKOTM00,C8RLbWKCgicJ,840,7380,840_7380
journals/sigmod/SegevJS95,2kiNfwTpqp4J,841,3813,841_3813
conf/sigmod/LabrinidisR00,DKUouEkK_b4J,842,20438,842_20438
conf/sigmod/ChenJDTW00,fg5EE6R7xYwJ,844,6367,844_6367
journals/sigmod/WolfsonSDNR95,R51Yi7sWJ6EJ,845,51087,845_51087
conf/sigmod/BarclaySG00,7br3WXwZRQ4J,846,30435,846_30435
journals/sigmod/AlonsoCIM95,5LlePa4wQmEJ,848,9643,848_9643
journals/sigmod/DunhamH95a,CiumYR8Q4WcJ,850,36558,850_36558
journals/sigmod/ElmagarmidJF95,CJK2SWLYrRYJ,851,62820,851_62820
journals/sigmod/DrewHKKLLLSW95,9fcJjh5vHn8J,853,405,853_405
conf/sigmod/BreunigKNS00,vezxTIGxNywJ,854,13538,854_13538
conf/sigmod/ChoG00,s7K6rICx3fkJ,855,62212,855_62212
journals/sigmod/BhargavaAP95,Sql66UDiVnwJ,857,15919,857_15919
conf/sigmod/KornM00,HlhXdvHzlvwJ,859,33038,859_33038
journals/sigmod/Ulusoy95,uMYecZGSCv4J,860,26179,860_26179
conf/sigmod/LiefkeS00,SvVh9QQcgDwJ,861,25835,861_25835
journals/sigmod/NobleS95,Xh4z_InAi4AJ,863,25579,863_25579
conf/sigmod/GarofalakisGRSS00,5uvR4kU1UOoJ,864,10093,864_10093
journals/sigmod/Fong95,zw3-t-veNvAJ,865,26104,865_26104
journals/sigmod/ONeilG95,RlH2shMtkfwJ,868,42196,868_42196
conf/sigmod/OrdonezC00,yWkfJz_YMPkJ,872,16338,872_16338
conf/sigmod/BlakeleyD00,ZSR-MThg9UEJ,873,46116,873_46116
journals/sigmod/Richey95,2p2A5_qGf5cJ,874,21799,874_21799
journals/sigmod/RosenthalSMBTL95, ,875,5252,875_5252
conf/sigmod/Gal00,i6QOOOYvOqQJ,876,50275,876_50275
conf/sigmod/BratsbergT00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D335477%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,877,50038,877_50038
journals/sigmod/PitouraB95,KlM6IrItVpcJ,879,63473,879_63473
conf/sigmod/Carey00,x6n6Ev8WnhEJ,880,62835,880_62835
journals/sigmod/Wong95,7F9iCGggYVgJ,882,33505,882_33505
conf/sigmod/AgrawalS00,ufPUBsN4eg0J,884,29959,884_29959
journals/sigmod/DoanPK95,c0TSepqRwwMJ,885,23376,885_23376
conf/sigmod/ChangBCLLS00,bqtRaOoJ87AJ,888,59346,888_59346
conf/sigmod/PonnekantiK00,IddFq2o4ZsoJ,894,29491,894_29491
conf/sigmod/LehnerSPC00,UFKz6Q0wVi4J,896,45171,896_45171
conf/sigmod/BressanGOT00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D336587%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,898,49177,898_49177
journals/sigmod/Winslett94,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D181569%26type%3Dpdf,899,16706,899_16706
conf/sigmod/ReveszCKLLW00,qxShx7aNiuEJ,900,46235,900_46235
conf/sigmod/ChakrabartiM99,Jg81WYtxtZoJ,901,53259,901_53259
conf/sigmod/AggarwalPWYP99,G3dX_RTA26MJ,904,25422,904_25422
conf/sigmod/HsuLG00,kxIpDxLD46gJ,905,33708,905_33708
conf/sigmod/YangYW00,JQuwW88-2_0J,909,13410,909_13410
conf/sigmod/MerialdoAMMP00,Qq0WheHyVv8J,913,9649,913_9649
journals/sigmod/DreyerDS94,GCf11c7YuucJ,914,50102,914_50102
conf/sigmod/BerckenDS00,Dy5Eeh8JzmgJ,916,13422,916_13422
journals/sigmod/Snodgrass94,SYVDufoTe_IJ,917,3019,917_3019
journals/sigmod/PissinouSEMOPSTD94,fSKoYnVJbwwJ,920,24271,920_24271
conf/sigmod/ShuklaD00,07dT02YX07AJ,921,31047,921_31047
journals/sigmod/Loeffen94,gb-yIDOxaEkJ,923,59498,923_59498
journals/sigmod/NorrieBSW94,q6YVJJgD1uQJ,925,6759,925_6759
conf/sigmod/FegarasSRM00,p1LusPTTxlAJ,926,23597,926_23597
journals/sigmod/Gallagher94,PVm9r7wHzDAJ,927,27278,927_27278
conf/sigmod/RundensteinerCCSO00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D335496%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,928,14351,928_14351
conf/sigmod/YerneniLGU99,hnMltY0uSf0J,929,63913,929_63913
conf/sigmod/Keim99,GBZiTCbChZQJ,931,47500,931_47500
conf/sigmod/DavulcuFKR99,TDyW6V4cc7MJ,933,55843,933_55843
conf/sigmod/CallanCD99,eWVreKOw_QgJ,936,58501,936_58501
conf/sigmod/BeyerR99,6Cdfxiuibd0J,937,14480,937_14480
conf/sigmod/MayrS99,1lRZz4bZvxEJ,939,19681,939_19681
conf/sigmod/AggarwalWY99,s9hhR-EdDGgJ,941,46282,941_46282
conf/sigmod/KotidisR99,qzjtGDo7OuMJ,944,1756,944_1756
conf/sigmod/IvesFFLW99,yrnhcMqsUVoJ,949,19642,949_19642
conf/sigmod/BlohsfeldKS99,PQbi3PaRh84J,951,29366,951_29366
conf/sigmod/Jamil99,z5EfiutEfScJ,953,18955,953_18955
conf/sigmod/ShanmugasundaramNSR99,eQjFv7QxsQQJ,956,6965,956_6965
conf/sigmod/GehrkeGRL99,s3neqsFCVrAJ,958,29072,958_29072
conf/sigmod/AdaliSS99,bhWLVCoDuNQJ,959,12405,959_12405
conf/sigmod/CruzJ99,vXMwU21-7HMJ,962,60873,962_60873
conf/sigmod/MamoulisP99,z9MQwq7G3GYJ,964,32923,964_32923
conf/sigmod/NgLHM99,YemauUgIzlcJ,968,2881,968_2881
journals/sigmod/Datta94,PPH2NlobSwsJ,969,16538,969_16538
conf/sigmod/WolfsonSXZC99,vwdWTx0dk7QJ,970,31667,970_31667
conf/sigmod/BraumandlKK99,4fjXoCHhe1kJ,971,16696,971_16696
journals/sigmod/Klein94,kG86HB6N1xEJ,972,44330,972_44330
journals/sigmod/Chen94,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D187460%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,973,50245,973_50245
conf/sigmod/LiuHBPT99,PKQ1dCQIwi0J,974,53253,974_53253
conf/sigmod/AltinelABFSZ99,ebmulQBhqZEJ,976,47236,976_47236
conf/sigmod/Greer99,oNPjyBZrURgJ,977,47013,977_47013
journals/sigmod/GlavitschSW94,IQjGtYPrUFUJ,978,40206,978_40206
journals/sigmod/ChenHKPW94,HTvxhMKB69AJ,979,62735,979_62735
conf/sigmod/TrisoliniLN99,cFMtMf7bLzIJ,980,6620,980_6620
journals/sigmod/AndersonS94,aDk2IS_xwToJ,981,21090,981_21090
journals/sigmod/GroskyFS94,zMK02pxd4OEJ,983,41633,983_41633
conf/sigmod/HinneburgK99,C9imFvgrSvAJ,986,21408,986_21408
conf/sigmod/KrishnamurthyBN99,qS4jhfgPbm8J,987,906,987_906
journals/sigmod/BarclayBGS94,wPhDoeiINQsJ,989,52051,989_52051
conf/sigmod/Mohan99,XppwYYxOpksJ,991,28174,991_28174
journals/sigmod/MattosD94,HhUCea7De6YJ,992,14729,992_14729
conf/sigmod/FlorescuLMS99,h0uuqAstOPUJ,993,10173,993_10173
conf/sigmod/HaasH99,fz1XAzoKPo0J,995,24035,995_24035
conf/sigmod/AcharyaGPR99a,IkNOhDqEY18J,997,2958,997_2958
journals/sigmod/Yang94,sHJ914nPZtUJ,998,56170,998_56170
conf/sigmod/ChaudhuriMN99,U0w9W7YcsZwJ,999,12049,999_12049
conf/sigmod/MankuRL99,X94gDE70Zn0J,1001,23819,1001_23819
journals/sigmod/Stonebraker94,url:http://portal.acm.org/citation.cfm%3Fid%3D181551,1003,19938,1003_19938
conf/sigmod/Wu99,oIDF-Jhm9CYJ,1004,38748,1004_38748
conf/sigmod/LeeKC99,c-5n9qQKLaEJ,1005,1991,1005_1991
journals/sigmod/MedeirosP94,chmPCuLihZoJ,1006,46560,1006_46560
conf/sigmod/AboulnagaC99,WWaxLMIptTMJ,1007,23554,1007_23554
journals/sigmod/BunemanLSTW94,lkreWUl_euYJ,1008,44272,1008_44272
journals/sigmod/Widom94,lAbG3uFZvVUJ,1009,48146,1009_48146
conf/sigmod/LakshmananNHP99,DfOLEzMoEaEJ,1010,37833,1010_37833
journals/sigmod/BarbaraBFLS94,sF4xdH31mDAJ,1011,21256,1011_21256
conf/sigmod/Hidber99,Rn-E82gM1RQJ,1012,53439,1012_53439
conf/sigmod/JagadishLMSV99,946iAs3adDcJ,1014,58828,1014_58828
journals/sigmod/YeungHL94,yQv94p3tE1IJ,1015,35670,1015_35670
conf/sigmod/BreitbartKRSS99,XV2lpkhWCsYJ,1016,35978,1016_35978
conf/sigmod/LometT99,JvZ9JWtn72QJ,1017,8319,1017_8319
journals/sigmod/Qian94,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D187462%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1019,10357,1019_10357
conf/sigmod/AnkerstBKS99,Hj3vyh0TJVsJ,1020,41841,1020_41841
conf/sigmod/JagadishLS99,uXZXfQgn4doJ,1022,50157,1022_50157
conf/sigmod/AcharyaPR99,0dY1brFaEzgJ,1023,22714,1023_22714
conf/sigmod/Ojjeh99,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D304245%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1028,3788,1028_3788
conf/sigmod/Rajaraman99,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D304246%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1029,5074,1029_5074
conf/sigmod/BergstraesserBPS99,qcZ2tYThtK0J,1031,24370,1031_24370
conf/sigmod/DoRD99,Q4N41koenF8J,1034,21295,1034_21295
conf/sigmod/JarkeQBLMS99,nSKzTBqurCwJ,1036,11984,1036_11984
conf/vldb/MeccaCM01,4pkdRl98wMQJ,1037,18306,1037_18306
conf/sigmod/AdelbergD99,s40fqzss4woJ,1038,53176,1038_53176
conf/sigmod/BargaL99,QGxyK7bJQOMJ,1040,49291,1040_49291
conf/sigmod/ZhouLP99,0OwKmPjQpd0J,1045,28610,1045_28610
conf/sigmod/BohlenBD99,X2odIfnOC88J,1056,3524,1056_3524
conf/sigmod/ChangG99,8Yt1Mba9-wQJ,1057,35225,1057_35225
conf/sigmod/LabioYG99,Z5kfiPj7fGMJ,1064,63203,1064_63203
conf/sigmod/PapakonstantinouV99,du5GsqT0_vQJ,1065,25382,1065_25382
conf/sigmod/DeutschFS99,QxtGOVsCF78J,1068,33671,1068_33671
conf/sigmod/EmbleyJN99,x8uC_9_IzUEJ,1072,14084,1072_14084
conf/sigmod/Dullmann99,5bp8rSFAkzEJ,1074,47842,1074_47842
conf/sigmod/Suciu99,FOpGGQJyLLsJ,1077,11883,1077_11883
conf/sigmod/Chakrabarti99,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D304231%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1079,55749,1079_55749
conf/sigmod/Brown99,itP4yy9sLUUJ,1081,57586,1081_57586
conf/vldb/ChaudhuriS01, ,1082,56575,1082_56575
conf/vldb/PatonG01,mHCrMuxQnBsJ,1084,2510,1084_2510
conf/sigmod/KanthRSB99,yPFlbrVJFJoJ,1087,49295,1087_49295
conf/vldb/Leymann01,eRh9hA637AMJ,1088,39106,1088_39106
conf/vldb/MignetMAC01,KkI-NuyDkDQJ,1089,50319,1089_50319
conf/sigmod/AdaliBSS98,rYC-j_j4Yv0J,1090,21632,1090_21632
conf/sigmod/FernandezFKLS98,fNDX0gaFmB0J,1091,7285,1091_7285
conf/sigmod/ChanI98,VC7Jbwgn_O0J,1094,61161,1094_61161
conf/sigmod/ChaudhuriN98,99oqRZGWAYMJ,1096,45472,1096_45472
